year_make_model,trim_style,price,url,mileage,accidents_owners_usage,Accident Free Vehicle,Personal Use Only,History Provider,Title Details,Salvage Vehicle,Frame Damage,Theft History,Lemon Status,Free History Report,VIN,Stock,Certified Pre-Owned,Listed since
2021 Mazda CX-5,Touring 4dr SUV,"$20,730",https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBCM7M0360252/?radius=25,"46,737 miles","No accidents, 2 Owners, Personal use",Yes,Yes,AutoCheck,Clean Title,No,No,No,No,No,JM3KFBCM7M0360252,H20743A,No,03-26-2024
Certified 2021 Honda CR-V,EX 4dr SUV,"$25,888",https://www.edmunds.com/honda/cr-v/2021/vin/2HKRW2H51MH660512/?radius=25,"18,002 miles","No accidents, 1 Owner, Personal use",Yes,Yes,AutoCheck,Clean Title,No,No,No,No,No,2HKRW2H51MH660512,MU703L,Yes,04-10-2024
2024 Honda CR-V,Sport Hybrid 4dr SUV,"$33,395",https://www.edmunds.com/honda/cr-v/2024/vin/5J6RS6H5XRL001778/?radius=25,"5,752 miles","No accidents, 1 Owner, Personal use only",Yes,Yes,AutoCheck,Clean Title,No,No,No,No,No,5J6RS6H5XRL001778,50896,No,03-19-2024
Certified 2021 Honda CR-V,EX 4dr SUV,"$24,996",https://www.edmunds.com/honda/cr-v/2021/vin/2HKRW2H57MH608365/?radius=25,"27,790 miles","No accidents, 1 Owner, Personal use",Yes,Yes,AutoCheck,Clean Title,No,No,No,No,No,2HKRW2H57MH608365,H9738,Yes,02-01-2024
Certified 2024 Mazda CX-5,2.5 S Preferred 4dr SUV w/Prod. End 10/23,"$29,487",https://www.edmunds.com/mazda/cx-5/2024/vin/JM3KFBCM8R0351048/?radius=25,"5,355 miles","No accidents, 1 Owner, Personal use",Yes,Yes,AutoCheck,Clean Title,No,No,No,No,No,JM3KFBCM8R0351048,M33831,Yes,04-10-2024
2021 Honda Pilot,EX-L 4dr SUV,"$26,998",https://www.edmunds.com/honda/pilot/2021/vin/5FNYF6H51MB069727/?radius=25,"39,847 miles","No accidents, 1 Owner, Personal use",Yes,Yes,AutoCheck,Clean Title,No,No,No,No,No,5FNYF6H51MB069727,STK069727,No,03-26-2024
Certified 2022 Mazda CX-5,2.5 S Carbon Edition 4dr SUV,"$24,939",https://www.edmunds.com/mazda/cx-5/2022/vin/JM3KFBCM4N0532013/?radius=25,"32,065 miles","No accidents, 1 Owner, Personal use",Yes,Yes,AutoCheck,Clean Title,No,No,No,No,No,JM3KFBCM4N0532013,M33541,Yes,03-12-2024
Certified 2021 Honda Pilot,EX-L 4dr SUV,"$29,725",https://www.edmunds.com/honda/pilot/2021/vin/5FNYF6H53MB048099/?radius=25,"25,852 miles","No accidents, 1 Owner, Personal use",Yes,Yes,AutoCheck,Clean Title,No,No,No,No,No,5FNYF6H53MB048099,53573A,Yes,03-30-2024
2021 Toyota RAV4,XLE 4dr SUV,"$20,488",https://www.edmunds.com/toyota/rav4/2021/vin/2T3W1RFV4MC091369/?radius=25,"41,485 miles","No accidents, 1 Owner, Personal use",Yes,Yes,AutoCheck,Clean Title,No,No,No,No,No,2T3W1RFV4MC091369,EU1193,No,03-26-2024
2021 Honda CR-V,EX 4dr SUV,"$23,518",https://www.edmunds.com/honda/cr-v/2021/vin/7FARW2H51ME003860/?radius=25,"32,435 miles","No accidents, 1 Owner, Personal use only",Yes,Yes,AutoCheck,Clean Title,No,No,No,No,No,7FARW2H51ME003860,TU959,No,01-31-2024
2021 Honda Pilot,EX-L 4dr SUV,"$27,159",https://www.edmunds.com/honda/pilot/2021/vin/5FNYF6H55MB048802/?radius=25,"37,156 miles","No accidents, 1 Owner, Personal use",Yes,Yes,AutoCheck,Clean Title,No,No,No,No,No,5FNYF6H55MB048802,HNR2365,No,
Certified 2021 Honda Pilot,SE 4dr SUV,"$29,488",https://www.edmunds.com/honda/pilot/2021/vin/5FNYF6H2XMB052110/?radius=25,"41,853 miles","No accidents, 1 Owner, Personal use",Yes,Yes,AutoCheck,Clean Title,No,No,No,No,No,5FNYF6H2XMB052110,MB052110,Yes,03-28-2024
2023 Honda CR-V,EX-L 4dr SUV w/Blind Spot Information (BSI),"$33,324",https://www.edmunds.com/honda/cr-v/2023/vin/2HKRS4H75PH414575/?radius=25,"8,497 miles","No accidents, 1 Owner, Personal use only",Yes,Yes,AutoCheck,Clean Title,No,No,No,No,No,2HKRS4H75PH414575,28042,No,03-28-2024
Certified 2021 Mazda CX-5,Grand Touring 4dr SUV,"$23,544",https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBDM1M1444981/?radius=25,"34,025 miles","No accidents, 1 Owner, Personal use",Yes,Yes,AutoCheck,Clean Title,No,No,No,No,No,JM3KFBDM1M1444981,M33678,Yes,03-25-2024
2021 Honda CR-V,EX 4dr SUV,"$23,296",https://www.edmunds.com/honda/cr-v/2021/vin/2HKRW2H55MH617212/?radius=25,"34,726 miles","No accidents, 1 Owner, Personal use",Yes,Yes,AutoCheck,Clean Title,No,No,No,No,No,2HKRW2H55MH617212,421A,No,03-15-2024
Certified 2021 Mazda CX-5,Touring 4dr SUV,"$22,795",https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBCMXM0309893/?radius=25,"27,789 miles","No accidents, 1 Owner, Personal use",Yes,Yes,AutoCheck,Clean Title,No,No,No,No,No,JM3KFBCMXM0309893,U03261,Yes,09-09-2023
2021 Toyota RAV4,LE 4dr SUV,"$23,995",https://www.edmunds.com/toyota/rav4/2021/vin/2T3G1RFV6MC200855/?radius=25,"28,461 miles","No accidents, 1 Owner, Personal use",Yes,Yes,AutoCheck,Clean Title,No,No,No,No,No,2T3G1RFV6MC200855,RC430343A,No,
2021 Toyota RAV4,XLE 4dr SUV,"$24,795",https://www.edmunds.com/toyota/rav4/2021/vin/2T3P1RFV8MW200189/?radius=25,"34,729 miles","No accidents, 1 Owner, Personal use",Yes,Yes,AutoCheck,Clean Title,No,No,No,No,No,2T3P1RFV8MW200189,T17934,No,02-17-2024
Certified 2021 Honda CR-V,EX 4dr SUV,"$24,887",https://www.edmunds.com/honda/cr-v/2021/vin/7FARW2H53ME005433/?radius=25,"32,695 miles","No accidents, 1 Owner, Personal use",Yes,Yes,AutoCheck,Clean Title,No,No,No,No,No,7FARW2H53ME005433,HHME005433U,Yes,04-03-2024
2021 Honda CR-V,EX 4dr SUV,"$23,852",https://www.edmunds.com/honda/cr-v/2021/vin/2HKRW2H58MH633629/?radius=25,"30,544 miles","No accidents, 1 Owner, Personal use",Yes,Yes,AutoCheck,Clean Title,No,No,No,No,No,2HKRW2H58MH633629,TU939,No,01-17-2024
2021 Honda Pilot,Touring 4dr SUV w/Rear Captain's Chairs,"$30,775",https://www.edmunds.com/honda/pilot/2021/vin/5FNYF6H6XMB039263/?radius=25,"46,235 miles","No accidents, 1 Owner, Personal use",Yes,Yes,AutoCheck,Clean Title,No,No,No,No,No,5FNYF6H6XMB039263,MB039263L,No,
2022 Toyota RAV4,LE 4dr SUV,"$21,000",https://www.edmunds.com/toyota/rav4/2022/vin/2T3H1RFV9NW186745/?radius=25,"41,736 miles","1 Accident, 2 Owners, Corporate fleet vehicle",No,No,AutoCheck,Clean Title,No,No,No,No,No,2T3H1RFV9NW186745,86745,No,01-25-2024
Certified 2021 Toyota RAV4,LE 4dr SUV,"$23,010",https://www.edmunds.com/toyota/rav4/2021/vin/2T3G1RFV9MC147665/?radius=25,"54,511 miles","1 Accident, 1 Owner, Personal use only",No,Yes,AutoCheck,Clean Title,No,No,No,No,No,2T3G1RFV9MC147665,T8644,Yes,03-23-2024
2021 Toyota RAV4,XLE 4dr SUV,"$26,795",https://www.edmunds.com/toyota/rav4/2021/vin/2T3P1RFV4MC192237/?radius=25,"16,011 miles","No accidents, 1 Owner, Personal use",Yes,Yes,AutoCheck,Clean Title,No,No,No,No,No,2T3P1RFV4MC192237,T17920,No,02-16-2024
2021 Toyota RAV4,LE 4dr SUV,"$23,795",https://www.edmunds.com/toyota/rav4/2021/vin/2T3G1RFV8MC199790/?radius=25,"38,830 miles","No accidents, 1 Owner, Personal use",Yes,Yes,AutoCheck,Clean Title,No,No,No,No,No,2T3G1RFV8MC199790,RW216286A,No,
Certified 2021 Mazda CX-5,Grand Touring 4dr SUV,"$23,901",https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBDM8M1332758/?radius=25,"29,980 miles","No accidents, 1 Owner, Personal use",Yes,Yes,AutoCheck,Clean Title,No,No,No,No,No,JM3KFBDM8M1332758,M33596,Yes,02-26-2024
Certified 2021 Honda CR-V,EX 4dr SUV,"$24,095",https://www.edmunds.com/honda/cr-v/2021/vin/2HKRW2H58MH612392/?radius=25,"48,349 miles","No accidents, 1 Owner, Personal use",Yes,Yes,AutoCheck,Clean Title,No,No,No,No,No,2HKRW2H58MH612392,MH612392,Yes,04-06-2024
2021 Toyota RAV4,LE 4dr SUV,"$25,788",https://www.edmunds.com/toyota/rav4/2021/vin/2T3F1RFV5MW147110/?radius=25,"16,911 miles","No accidents, 1 Owner, Personal use",Yes,Yes,AutoCheck,Clean Title,No,No,No,No,No,2T3F1RFV5MW147110,TOR106319,No,02-22-2024
Certified 2021 Honda CR-V,EX 4dr SUV,"$24,595",https://www.edmunds.com/honda/cr-v/2021/vin/2HKRW2H50MH621524/?radius=25,"41,863 miles","No accidents, 2 Owners, Corporate fleet vehicle",Yes,No,AutoCheck,Clean Title,No,No,No,No,No,2HKRW2H50MH621524,MH621524,Yes,04-01-2024
2021 Honda CR-V,EX-L 4dr SUV,"$27,753",https://www.edmunds.com/honda/cr-v/2021/vin/2HKRW2H82MH665728/?radius=25,"6,351 miles","No accidents, 1 Owner, Personal use",Yes,Yes,AutoCheck,Clean Title,No,No,No,No,No,2HKRW2H82MH665728,H4075PL,No,02-24-2024
Certified 2021 Toyota RAV4,LE 4dr SUV,"$24,877",https://www.edmunds.com/toyota/rav4/2021/vin/2T3F1RFV8MW199234/?radius=25,"29,641 miles","No accidents, 1 Owner, Personal use",Yes,Yes,AutoCheck,Clean Title,No,No,No,No,No,2T3F1RFV8MW199234,U40162,Yes,04-11-2024
Certified 2021 Toyota RAV4,LE 4dr SUV,"$26,738",https://www.edmunds.com/toyota/rav4/2021/vin/JTMF1RFV6MD079560/?radius=25,"2,906 miles","1 Accident, 1 Owner, Personal use",No,Yes,AutoCheck,Clean Title,No,No,No,No,No,JTMF1RFV6MD079560,T8708LR,Yes,04-10-2024
2021 Mazda CX-5,Grand Touring 4dr SUV,"$23,900",https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBDM5M1372523/?radius=25,"22,925 miles","No accidents, 1 Owner, Personal use",Yes,Yes,AutoCheck,Clean Title,No,No,No,No,No,JM3KFBDM5M1372523,U03606,No,04-12-2024
2022 Toyota RAV4,LE 4dr SUV,"$20,900",https://www.edmunds.com/toyota/rav4/2022/vin/2T3H1RFV4NW188225/?radius=25,"38,628 miles","1 Accident, 1 Owner, Corporate fleet vehicle",No,No,AutoCheck,Clean Title,No,No,No,No,No,2T3H1RFV4NW188225,88225,No,12-28-2023
Certified 2021 Honda Pilot,SE 4dr SUV,"$32,336",https://www.edmunds.com/honda/pilot/2021/vin/5FNYF6H24MB034668/?radius=25,"15,801 miles","No accidents, 2 Owners, Personal use",Yes,Yes,AutoCheck,Clean Title,No,No,No,No,No,5FNYF6H24MB034668,UH17817,Yes,03-13-2024
2023 Toyota RAV4,Adventure 4dr SUV,"$30,990",https://www.edmunds.com/toyota/rav4/2023/vin/2T3J1RFV9PW354159/?radius=25,"24,558 miles","No accidents, 1 Owner, Rental vehicle",Yes,No,AutoCheck,Clean Title,No,No,No,No,No,2T3J1RFV9PW354159,VE0784-300,No,03-15-2024
Certified 2021 Mazda CX-5,Signature 4dr SUV,"$27,851",https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBEY6M0400742/?radius=25,"14,050 miles","1 Accident, 1 Owner, Personal use",No,Yes,AutoCheck,Clean Title,No,No,No,No,No,JM3KFBEY6M0400742,M33353,Yes,12-28-2023
Certified 2021 Honda Pilot,SE 4dr SUV,"$29,649",https://www.edmunds.com/honda/pilot/2021/vin/5FNYF6H22MB086543/?radius=25,"44,803 miles","No accidents, 1 Owner, Personal use",Yes,Yes,AutoCheck,Clean Title,No,No,No,No,No,5FNYF6H22MB086543,34959,Yes,04-01-2024
Certified 2023 Toyota RAV4,LE 4dr SUV,"$26,993",https://www.edmunds.com/toyota/rav4/2023/vin/2T3G1RFV8PC367500/?radius=25,"46,438 miles","No accidents, 1 Owner, Personal use only",Yes,Yes,AutoCheck,Clean Title,No,No,No,No,No,2T3G1RFV8PC367500,PC367500T,Yes,03-20-2024
2021 Toyota RAV4,LE 4dr SUV,"$24,895",https://www.edmunds.com/toyota/rav4/2021/vin/2T3F1RFV8MW157601/?radius=25,"13,012 miles","No accidents, 1 Owner, Personal use",Yes,Yes,AutoCheck,Clean Title,No,No,No,No,No,2T3F1RFV8MW157601,T18014,No,03-20-2024
2021 Toyota RAV4,LE 4dr SUV,"$20,888",https://www.edmunds.com/toyota/rav4/2021/vin/2T3G1RFVXMW228320/?radius=25,"27,572 miles","Frame damage reported, 1 Owner, Corporate fleet vehicle",Yes,No,AutoCheck,Title issue reported,No,Yes,No,No,No,2T3G1RFVXMW228320,M68700,No,06-13-2023
2021 Toyota RAV4,XLE 4dr SUV,"$26,496",https://www.edmunds.com/toyota/rav4/2021/vin/2T3P1RFV9MC180049/?radius=25,"37,626 miles","No accidents, 1 Owner, Personal use",Yes,Yes,AutoCheck,Clean Title,No,No,No,No,No,2T3P1RFV9MC180049,TOR106321,No,02-22-2024
2023 Mazda CX-5,2.5 S Carbon Edition 4dr SUV,"$28,895",https://www.edmunds.com/mazda/cx-5/2023/vin/JM3KFBCM2P0244557/?radius=25,"1,816 miles","No accidents, 1 Owner, Personal use only",Yes,Yes,AutoCheck,Clean Title,No,No,No,No,No,JM3KFBCM2P0244557,T18021,No,03-22-2024
2021 Toyota RAV4,LE 4dr SUV,"$24,992",https://www.edmunds.com/toyota/rav4/2021/vin/2T3F1RFVXMC201082/?radius=25,"31,014 miles","No accidents, 1 Owner, Personal use",Yes,Yes,AutoCheck,Clean Title,No,No,No,No,No,2T3F1RFVXMC201082,MC201082,No,02-21-2024
2021 Toyota RAV4,LE 4dr SUV,"$24,469",https://www.edmunds.com/toyota/rav4/2021/vin/2T3F1RFVXMC202006/?radius=25,"33,817 miles","No accidents, 1 Owner, Personal use",Yes,Yes,AutoCheck,Clean Title,No,No,No,No,No,2T3F1RFVXMC202006,T17963,No,02-28-2024
2021 Toyota RAV4,LE 4dr SUV,"$24,491",https://www.edmunds.com/toyota/rav4/2021/vin/2T3F1RFV5MC173319/?radius=25,"35,084 miles","No accidents, 1 Owner, Personal use",Yes,Yes,AutoCheck,Clean Title,No,No,No,No,No,2T3F1RFV5MC173319,240812A,No,02-17-2024
2021 Toyota RAV4,XLE 4dr SUV,"$25,500",https://www.edmunds.com/toyota/rav4/2021/vin/2T3P1RFV8MC208360/?radius=25,"27,820 miles","1 Accident, 3 Owners, Personal use",No,Yes,AutoCheck,Clean Title,No,No,No,No,No,2T3P1RFV8MC208360,208360,No,03-22-2024
2021 Honda CR-V,LX 4dr SUV,"$19,400",https://www.edmunds.com/honda/cr-v/2021/vin/2HKRW2H22MH632787/?radius=25,"42,597 miles","1 Accident, 2 Owners, Corporate fleet vehicle",No,No,AutoCheck,Clean Title,No,No,No,No,No,2HKRW2H22MH632787,632787,No,01-25-2024
Certified 2021 Toyota RAV4,XLE Premium 4dr SUV,"$30,997",https://www.edmunds.com/toyota/rav4/2021/vin/2T3A1RFV2MW207838/?radius=25,"29,517 miles","No accidents, 1 Owner, Personal use",Yes,Yes,AutoCheck,Clean Title,No,No,No,No,No,2T3A1RFV2MW207838,HU12824L,Yes,02-27-2024
Certified 2021 Toyota RAV4,LE 4dr SUV,"$25,897",https://www.edmunds.com/toyota/rav4/2021/vin/2T3F1RFV4MC206519/?radius=25,"15,430 miles","1 Accident, 1 Owner, Personal use",No,Yes,AutoCheck,Clean Title,No,No,No,No,No,2T3F1RFV4MC206519,HU12997L,Yes,03-25-2024
Certified 2022 Honda Pilot,EX-L 4dr SUV,"$31,227",https://www.edmunds.com/honda/pilot/2022/vin/5FNYF6H5XNB020320/?radius=25,"39,210 miles","No accidents, 1 Owner, Personal use",Yes,Yes,AutoCheck,Clean Title,No,No,No,No,No,5FNYF6H5XNB020320,H9795,Yes,02-21-2024
2021 Toyota RAV4,Limited 4dr SUV,"$31,495",https://www.edmunds.com/toyota/rav4/2021/vin/JTMN1RFV9MD075658/?radius=25,"9,704 miles","No accidents, 1 Owner, Personal use",Yes,Yes,AutoCheck,Clean Title,No,No,No,No,No,JTMN1RFV9MD075658,T18022,No,03-20-2024
2021 Toyota RAV4,XLE 4dr SUV,"$26,469",https://www.edmunds.com/toyota/rav4/2021/vin/2T3P1RFV4MC156032/?radius=25,"37,891 miles","No accidents, 1 Owner, Personal use",Yes,Yes,AutoCheck,Clean Title,No,No,No,No,No,2T3P1RFV4MC156032,T17964,No,02-28-2024
2022 Honda Pilot,EX-L 4dr SUV,"$28,998",https://www.edmunds.com/honda/pilot/2022/vin/5FNYF5H5XNB000384/?radius=25,"30,810 miles","1 Accident, 1 Owner, Corporate fleet vehicle",No,No,AutoCheck,Clean Title,No,No,No,No,No,5FNYF5H5XNB000384,NY311,No,12-15-2023
2023 Toyota RAV4,XLE 4dr SUV,"$31,295",https://www.edmunds.com/toyota/rav4/2023/vin/2T3P1RFV5PC367230/?radius=25,"8,504 miles","No accidents, 1 Owner, Personal use only",Yes,Yes,AutoCheck,Clean Title,No,No,No,No,No,2T3P1RFV5PC367230,T18007,No,03-18-2024
2021 Toyota RAV4,LE 4dr SUV,"$24,791",https://www.edmunds.com/toyota/rav4/2021/vin/2T3F1RFV5MW170838/?radius=25,"20,201 miles","No accidents, 1 Owner, Personal use",Yes,Yes,AutoCheck,Clean Title,No,No,No,No,No,2T3F1RFV5MW170838,A232752A,No,03-30-2024
Certified 2022 Mazda CX-5,2.5 Turbo Signature 4dr SUV,"$31,399",https://www.edmunds.com/mazda/cx-5/2022/vin/JM3KFBXY2N0585239/?radius=25,"8,055 miles","No accidents, 1 Owner, Personal use",Yes,Yes,AutoCheck,Clean Title,No,No,No,No,No,JM3KFBXY2N0585239,M33731,Yes,04-08-2024
2021 Mazda CX-5,Carbon Edition 4dr SUV,"$24,816",https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBCM1M0383557/?radius=25,"11,686 miles","No accidents, 1 Owner, Personal use",Yes,Yes,AutoCheck,Clean Title,No,No,No,No,No,JM3KFBCM1M0383557,U03545,No,03-10-2024
Certified 2022 Toyota RAV4,LE 4dr SUV,"$27,995",https://www.edmunds.com/toyota/rav4/2022/vin/2T3F1RFV1NW296146/?radius=25,"7,566 miles","No accidents, 1 Owner, Personal use only",Yes,Yes,AutoCheck,Clean Title,No,No,No,No,No,2T3F1RFV1NW296146,T8616,Yes,03-13-2024
Certified 2021 Honda CR-V,EX-L 4dr SUV,"$28,037",https://www.edmunds.com/honda/cr-v/2021/vin/2HKRW2H85MH632254/?radius=25,"10,123 miles","No accidents, 1 Owner, Personal use",Yes,Yes,AutoCheck,Clean Title,No,No,No,No,No,2HKRW2H85MH632254,241247A,Yes,03-16-2024
Certified 2021 Honda Pilot,SE 4dr SUV,"$33,200",https://www.edmunds.com/honda/pilot/2021/vin/5FNYF6H26MB076582/?radius=25,"10,926 miles","No accidents, 1 Owner, Personal use",Yes,Yes,AutoCheck,Clean Title,No,No,No,No,No,5FNYF6H26MB076582,UH17827,Yes,03-15-2024
2021 Mazda CX-5,Touring 4dr SUV,"$22,995",https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBCM5M0377048/?radius=25,"19,351 miles","No accidents, 1 Owner, Personal use",Yes,Yes,AutoCheck,Clean Title,No,No,No,No,No,JM3KFBCM5M0377048,U03587,No,04-02-2024
Certified 2021 Honda CR-V,EX 4dr SUV,"$24,079",https://www.edmunds.com/honda/cr-v/2021/vin/5J6RW2H52MA005437/?radius=25,"44,280 miles","1 Accident, 1 Owner, Personal use",No,Yes,AutoCheck,Clean Title,No,No,No,No,No,5J6RW2H52MA005437,53445A,Yes,02-10-2024
2021 Toyota RAV4,XLE 4dr SUV,"$22,895",https://www.edmunds.com/toyota/rav4/2021/vin/2T3P1RFV1MC175525/?radius=25,"61,531 miles","No accidents, 1 Owner, Rental vehicle",Yes,No,AutoCheck,Clean Title,No,No,No,No,No,2T3P1RFV1MC175525,T17815,No,12-13-2023
2024 Honda CR-V,Sport-L Hybrid 4dr SUV,"$35,852",https://www.edmunds.com/honda/cr-v/2024/vin/7FARS6H80RE003286/?radius=25,"11,729 miles","No accidents, 1 Owner, Personal use only",Yes,Yes,AutoCheck,Clean Title,No,No,No,No,No,7FARS6H80RE003286,TU1037,No,03-13-2024
Certified 2021 Honda CR-V,LX 4dr SUV,"$22,795",https://www.edmunds.com/honda/cr-v/2021/vin/2HKRW2H26MH626605/?radius=25,"27,435 miles","No accidents, 2 Owners, Personal use",Yes,Yes,AutoCheck,Clean Title,No,No,No,No,No,2HKRW2H26MH626605,MH626605,Yes,04-06-2024
2021 Toyota RAV4,XLE 4dr SUV,"$24,621",https://www.edmunds.com/toyota/rav4/2021/vin/2T3P1RFV7MW177634/?radius=25,"40,488 miles","No accidents, 1 Owner, Personal use",Yes,Yes,AutoCheck,Clean Title,No,No,No,No,No,2T3P1RFV7MW177634,E7042P,No,01-29-2024
2021 Honda CR-V,EX-L 4dr SUV,"$26,995",https://www.edmunds.com/honda/cr-v/2021/vin/7FARW2H82ME002727/?radius=25,"15,979 miles","No accidents, 1 Owner, Personal use",Yes,Yes,AutoCheck,Clean Title,No,No,No,No,No,7FARW2H82ME002727,ME002727A,No,
2021 Toyota RAV4,XLE 4dr SUV,"$22,895",https://www.edmunds.com/toyota/rav4/2021/vin/2T3P1RFVXMC191769/?radius=25,"61,824 miles","No accidents, 1 Owner, Personal use only",Yes,Yes,AutoCheck,Clean Title,No,No,No,No,No,2T3P1RFVXMC191769,T17816,No,12-13-2023
Certified 2024 Mazda CX-5,2.5 S Premium Plus 4dr SUV w/Prod. End 11/23,"$33,844",https://www.edmunds.com/mazda/cx-5/2024/vin/JM3KFBEM7R0350602/?radius=25,"5,795 miles","No accidents, 1 Owner, Personal use",Yes,Yes,AutoCheck,Clean Title,No,No,No,No,No,JM3KFBEM7R0350602,M33823,Yes,04-08-2024
2021 Honda CR-V,LX 4dr SUV,"$23,249",https://www.edmunds.com/honda/cr-v/2021/vin/2HKRW2H2XMH643861/?radius=25,"10,695 miles","No accidents, 1 Owner, Personal use",Yes,Yes,AutoCheck,Clean Title,No,No,No,No,No,2HKRW2H2XMH643861,MH643861L,No,
Certified 2021 Honda Pilot,EX-L 4dr SUV,"$30,888",https://www.edmunds.com/honda/pilot/2021/vin/5FNYF6H52MB094863/?radius=25,"21,038 miles","No accidents, 1 Owner, Personal use",Yes,Yes,AutoCheck,Clean Title,No,No,No,No,No,5FNYF6H52MB094863,HHMB094863U,Yes,04-09-2024
2021 Honda Pilot,EX-L 4dr SUV,"$30,488",https://www.edmunds.com/honda/pilot/2021/vin/5FNYF6H5XMB069306/?radius=25,"16,173 miles","No accidents, 1 Owner, Personal use",Yes,Yes,AutoCheck,Clean Title,No,No,No,No,No,5FNYF6H5XMB069306,MB069306,No,04-03-2024
2021 Mazda CX-5,Touring 4dr SUV,"$22,995",https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBCM8M1420887/?radius=25,"18,938 miles","No accidents, 1 Owner, Personal use",Yes,Yes,AutoCheck,Clean Title,No,No,No,No,No,JM3KFBCM8M1420887,U03596,No,04-06-2024
2021 Mazda CX-5,Grand Touring 4dr SUV,"$24,288",https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBDM5M0494434/?radius=25,"25,725 miles","No accidents, 1 Owner, Personal use",Yes,Yes,AutoCheck,Clean Title,No,No,No,No,No,JM3KFBDM5M0494434,A0069J,No,04-10-2024
2022 Honda CR-V,EX-L 4dr SUV,"$28,988",https://www.edmunds.com/honda/cr-v/2022/vin/2HKRW2H80NH630171/?radius=25,"20,499 miles","No accidents, 1 Owner, Personal use",Yes,Yes,AutoCheck,Clean Title,No,No,No,No,No,2HKRW2H80NH630171,V8038SW,No,03-01-2024
Certified 2023 Mazda CX-5,2.5 Turbo Signature 4dr SUV,"$33,420",https://www.edmunds.com/mazda/cx-5/2023/vin/JM3KFBXY4P0289755/?radius=25,"6,905 miles","No accidents, 1 Owner, Personal use",Yes,Yes,AutoCheck,Clean Title,No,No,No,No,No,JM3KFBXY4P0289755,M33827,Yes,04-10-2024
Certified 2024 Mazda CX-5,2.5 Turbo Premium 4dr SUV,"$34,635",https://www.edmunds.com/mazda/cx-5/2024/vin/JM3KFBDY5R0361781/?radius=25,"7,615 miles","No accidents, 1 Owner, Personal use",Yes,Yes,AutoCheck,Clean Title,No,No,No,No,No,JM3KFBDY5R0361781,M33833,Yes,04-08-2024
2021 Toyota RAV4,XLE 4dr SUV,"$27,495",https://www.edmunds.com/toyota/rav4/2021/vin/2T3P1RFV5MW211456/?radius=25,"18,015 miles","No accidents, 1 Owner, Personal use",Yes,Yes,AutoCheck,Clean Title,No,No,No,No,No,2T3P1RFV5MW211456,T18069,No,04-15-2024
Certified 2023 Toyota RAV4,XLE 4dr SUV,"$31,457",https://www.edmunds.com/toyota/rav4/2023/vin/2T3P1RFV6PC355071/?radius=25,"4,189 miles","No accidents, 1 Owner, Personal use only",Yes,Yes,AutoCheck,Clean Title,No,No,No,No,No,2T3P1RFV6PC355071,TOR106346,Yes,03-03-2024
Certified 2021 Mazda CX-5,Touring 4dr SUV,"$23,489",https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBCM0M0382044/?radius=25,"19,025 miles","No accidents, 1 Owner, Personal use",Yes,Yes,AutoCheck,Clean Title,No,No,No,No,No,JM3KFBCM0M0382044,M33692,Yes,04-05-2024
Certified 2021 Mazda CX-5,Touring 4dr SUV,"$22,399",https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBCM4M0313289/?radius=25,"34,555 miles","No accidents, 1 Owner, Personal use",Yes,Yes,AutoCheck,Clean Title,No,No,No,No,No,JM3KFBCM4M0313289,M33503,Yes,02-14-2024
Certified 2024 Toyota RAV4,LE 4dr SUV,"$31,500",https://www.edmunds.com/toyota/rav4/2024/vin/2T3F1RFV2RC401736/?radius=25,"3,307 miles","No accidents, 1 Owner, Personal use only",Yes,Yes,AutoCheck,Clean Title,No,No,No,No,No,2T3F1RFV2RC401736,242748A,Yes,04-03-2024
2022 Mazda CX-5,2.5 S 4dr SUV,"$20,995",https://www.edmunds.com/mazda/cx-5/2022/vin/JM3KFBAM2N1578291/?radius=25,"42,922 miles","No accidents, 2 Owners, Personal use only",Yes,Yes,AutoCheck,Clean Title,No,No,No,No,No,JM3KFBAM2N1578291,PHP8580,No,
2021 Honda CR-V,EX-L 4dr SUV,"$26,957",https://www.edmunds.com/honda/cr-v/2021/vin/7FARW2H82ME018989/?radius=25,"13,408 miles","No accidents, 1 Owner, Personal use",Yes,Yes,AutoCheck,Clean Title,No,No,No,No,No,7FARW2H82ME018989,ME018989L,No,
2022 Honda CR-V,EX-L 4dr SUV,"$30,099",https://www.edmunds.com/honda/cr-v/2022/vin/7FARW2H84NE041790/?radius=25,"4,613 miles","No accidents, 1 Owner, Personal use only",Yes,Yes,AutoCheck,Clean Title,No,No,No,No,No,7FARW2H84NE041790,NE041790T,No,
